ability,item,moves
ToxicDebris,FocusSash,StealthRock MortalSpin EarthPower PowerGem 
QuarkDrive,BoosterEnergy,KnockOff Taunt Moonblast AuraSphere 
QuarkDrive,BoosterEnergy,ZenHeadbutt CloseCombat MightyCleave SwordsDance 
SupremeOverlord,AirBalloon,SwordsDance LowKick SuckerPunch IronHead 
WaterAbsorb,WellspringMask,SwordsDance Trailblaze LowKick IvyCudgel 
Levitate,Leftovers,VoltSwitch HydroPump WillOWisp PainSplit 
PoisonHeal,ToxicOrb,Earthquake Toxic Protect StealthRock 
Pressure,HeavyDutyBoots,KnockOff TripleAxel IceShard SwordsDance 
Sturdy,RockyHelmet,BodyPress Spikes IronDefense Roost 
Regenerator,HeavyDutyBoots,FickleBeam LeafStorm EarthPower NastyPlot 
Unaware,HeavyDutyBoots,TorchSong Hex WillOWisp SlackOff 
Drought,HeatRock,WeatherBall BodyPress StealthRock RapidSpin 
Protosynthesis,ChoiceSpecs,HydroSteam DracoMeteor WeatherBall Scald 
Protosynthesis,ChoiceBand,KnockOff Uturn FireFang Outrage 
Pressure,Leftovers,BraveBird Uturn Defog Roost 
Protosynthesis,Leftovers,Earthquake IceSpinner RapidSpin BulkUp 
FlashFire,LifeOrb,BitterBlade ShadowSneak SolarBlade SwordsDance 
Unaware,BlackSludge,Earthquake Spikes Toxic Recover 
Unaware,Leftovers,WaveCrash Earthquake Rest Curse 
QuarkDrive,ChoiceBand,MightyCleave PsychoCut Earthquake CloseCombat 
Pressure,RockyHelmet,BodyPress Uturn Roost Defog 
PurifyingSalt,Leftovers,SaltCure StealthRock Protect Recover 
Protean,ChoiceBand,KnockOff FlowerTrick ThunderPunch Uturn 
Pressure,ChoiceSpecs,IceBeam FreezeDry DracoMeteor EarthPower 
WaterAbsorb,HeavyDutyBoots,SteamEruption FireSpin SludgeBomb Taunt 
MagicGuard,Leftovers,Moonblast KnockOff StealthRock Moonlight 
Pressure,RockyHelmet,BodyPress IronDefense Roost Defog 
Pressure,HeavyDutyBoots,KnockOff TripleAxel IceShard SwordsDance 
Unaware,Leftovers,Liquidation Curse Rest SleepTalk 
Justified,ChoiceSpecs,Surf SecretSword HydroPump VacuumWave 
HugePower,ChoiceBand,Liquidation PlayRough AquaJet KnockOff 
Regenerator,RockyHelmet,GrassKnot SludgeBomb ClearSmog Spore 
MagicBounce,Leftovers,CalmMind DrainingKiss Psyshock Nuzzle 
Regenerator,AssaultVest,BleakwindStorm HeatWave KnockOff Uturn 
MoldBreaker,ChoiceScarf,Earthquake IronHead RapidSpin StealthRock 
Drought,HeatRock,LavaPlume RapidSpin StealthRock Yawn 
Protosynthesis,ChoiceSpecs,HydroSteam DracoMeteor FlipTurn Flamethrower 
Protosynthesis,ChoiceBand,RagingFury HeatCrash Outrage Earthquake 
Pixilate,Leftovers,Wish Protect CalmMind HyperVoice 
ShedSkin,RockyHelmet,IronDefense BodyPress Glare Rest 
QuarkDrive,BoosterEnergy,Moonblast CloseCombat Psyshock CalmMind 
Drought,HeatRock,Flamethrower StealthRock RapidSpin Yawn 
Protosynthesis,ChoiceSpecs,HydroSteam DracoMeteor Flamethrower DragonPulse 
SupremeOverlord,Leftovers,SwordsDance SuckerPunch TeraBlast KowtowCleave 
Protosynthesis,ChoiceBand,KnockOff Uturn Earthquake IronHead 
Intimidate,Leftovers,WeatherBall GrassKnot Uturn EarthPower 
Protosynthesis,ChoiceBand,RagingFury Outrage MorningSun SleepTalk 
Protosynthesis,BoosterEnergy,CalmMind Thunderclap DracoMeteor Thunderbolt 
MagicBounce,Leftovers,Psychic MysticalFire TrickRoom HealingWish 
Levitate,RockyHelmet,Moonlight LunarDance TrickRoom IceBeam 
SupremeOverlord,LumBerry,KowtowCleave LowKick IronHead SwordsDance 
Guts,FlameOrb,Facade Earthquake FirePunch SwordsDance 
Drought,ChoiceSpecs,Eruption Flamethrower EarthPower SolarBeam 
PoisonHeal,ToxicOrb,Earthquake Spikes Protect Toxic 
MagicGuard,Leftovers,Moonblast Moonlight StealthRock KnockOff 
Regenerator,HeavyDutyBoots,SludgeBomb FutureSight ChillyReception ThunderWave 
Torrent,HeavyDutyBoots,CalmMind Rest SleepTalk Moonblast 
Protosynthesis,HeavyDutyBoots,CalmMind Thunderclap DragonPulse Thunderbolt 
SupremeOverlord,HeavyDutyBoots,SwordsDance KowtowCleave SuckerPunch IronHead 
PoisonHeal,ToxicOrb,Earthquake Spikes Protect Toxic 
MagicGuard,Leftovers,Moonblast Moonlight StealthRock KnockOff 
Regenerator,HeavyDutyBoots,SludgeBomb FutureSight ChillyReception ThunderWave 
WaterAbsorb,WellspringMask,IvyCudgel HornLeech Taunt Uturn 
Protosynthesis,ChoiceSpecs,VoltSwitch Thunderclap DracoMeteor TeraBlast 
SupremeOverlord,Leftovers,SwordsDance KowtowCleave SuckerPunch IronHead 
HugePower,SitrusBerry,PlayRough BellyDrum AquaJet KnockOff 
Stamina,AssaultVest,BodyPress ElectroShot FlashCannon DracoMeteor 
Drizzle,ChoiceSpecs,WeatherBall Hurricane Uturn KnockOff 
SupremeOverlord,Leftovers,KowtowCleave SwordsDance LowKick SuckerPunch 
Technician,WideLens,TidyUp PopulationBomb Bite Encore 
Regenerator,RedCard,Spore FoulPlay GrassKnot SludgeBomb 
DauntlessShield,HeavyDutyBoots,CloseCombat Crunch StoneEdge Roar 
Pressure,HeavyDutyBoots,KnockOff TripleAxel IceShard SwordsDance 
PoisonHeal,ToxicOrb,Earthquake Toxic Spikes Protect 
Regenerator,HeavyDutyBoots,SludgeBomb FutureSight ThunderWave ChillyReception 
Infiltrator,HeavyDutyBoots,Hex DragonDarts Uturn WillOWisp 
MagicGuard,Leftovers,Moonblast ThunderWave/KnockOff/Flamethrower/CalmMind StealthRock Moonlight 
Pressure,LifeOrb,ExpandingForce IceBeam FocusBlast NastyPlot 
PsychicSurge,TerrainExtender,ExpandingForce DazzlingGleam Encore HealingWish 
FlameBody,HeavyDutyBoots,FieryDance BugBuzz TeraBlast QuiverDance 
QuarkDrive,BoosterEnergy,CalmMind TachyonCutter ExpandingForce FocusBlast 
Intimidate,RockyHelmet,Uturn Earthquake RockSlide StealthRock 
Torrent,AssaultVest,Moonblast SparklingAria Psychic FlipTurn 
Protosynthesis,SitrusBerry,HeadlongRush IceSpinner RapidSpin StealthRock 
Sharpness,ChoiceBand,CeaselessEdge AquaCutter SacredSword SuckerPunch 
QuarkDrive,ChoiceScarf,FutureSight FocusBlast VoltSwitch TachyonCutter 
GoodasGold,AirBalloon,MakeItRain Hex Recover ThunderWave 
Protosynthesis,BoosterEnergy,Acrobatics KnockOff Earthquake DragonDance 
Contrary,ChoiceScarf,TeraBlast EarthPower Moonblast HealingWish 
Competitive,HeavyDutyBoots,Surf Roost KnockOff FlipTurn 
Regenerator,HeavyDutyBoots,FutureSight SludgeBomb Yawn ChillyReception 
Unaware,HeavyDutyBoots,TorchSong Hex WillOWisp SlackOff 
Sturdy,RockyHelmet,BodyPress IronDefense Roost Spikes 
BadDreams,HeavyDutyBoots,DarkPulse IceBeam SludgeBomb KnockOff 
PoisonHeal,ToxicOrb,Earthquake StealthRock Protect Toxic 
Regenerator,HeavyDutyBoots,FutureSight ChillyReception SludgeBomb Yawn 
WaterAbsorb,HeavyDutyBoots,SteamEruption EarthPower FireSpin Taunt 
Sturdy,RockyHelmet,BodyPress IronDefense Roost Spikes 
VesselofRuin,Leftovers,StealthRock Earthquake Whirlwind Ruination 
MagicGuard,Leftovers,Moonblast KnockOff CalmMind Moonlight 
Infiltrator,HeavyDutyBoots,Uturn WillOWisp Hex DragonDarts 
Static,ChoiceSpecs,Thunder DazzlingGleam VoltSwitch FocusBlast 
Stamina,AssaultVest,BodyPress DragonTail ElectroShot FlashCannon 
Drizzle,DampRock,ChillingWater Uturn KnockOff Hurricane 
SwiftSwim,ChoiceBand,Liquidation FlipTurn CloseCombat Crunch 
QuarkDrive,Leftovers,IceSpinner Earthquake StealthRock RapidSpin 
Multiscale,ExpertBelt,Earthquake Hurricane Thunder ExtremeSpeed 
Levitate,Leftovers,CalmMind Agility StoredPower DrainingKiss 
Stamina,Leftovers,StealthRock IronDefense BodyPress DragonTail 
PoisonHeal,ToxicOrb,Earthquake Spikes Protect Toxic 
Protosynthesis,HeavyDutyBoots,DragonDance TemperFlare DragonRush MorningSun 
PurifyingSalt,Leftovers,Curse SaltCure Recover Earthquake 
Torrent,AssaultVest,Moonblast Surf PsychicNoise FlipTurn 
Multiscale,HeavyDutyBoots,DragonDance ExtremeSpeed Earthquake FirePunch 
Regenerator,Leftovers,Surf Recover Toxic Haze 
FlameBody,HeavyDutyBoots,QuiverDance FieryDance GigaDrain BugBuzz 
Intimidate,ChoiceScarf,Earthquake Uturn StoneEdge GrassKnot 
VesselofRuin,Leftovers,Earthquake StealthRock Spikes Whirlwind 
Protosynthesis,ChoiceSpecs,VoltSwitch Thunderclap DracoMeteor TeraBlast 
SupremeOverlord,HeavyDutyBoots,SwordsDance KowtowCleave SuckerPunch IronHead 
Pressure,ChoiceSpecs,IceBeam FreezeDry DracoMeteor EarthPower 
Regenerator,HeavyDutyBoots,FutureSight SludgeBomb ChillyReception Yawn 
Sturdy,RockyHelmet,BodyPress IronDefense Roost Spikes 
PoisonHeal,ToxicOrb,Earthquake KnockOff Uturn Toxic 
Protean,HeavyDutyBoots,KnockOff TripleAxel Uturn FlowerTrick 
Pressure,Leftovers,BraveBird Defog Uturn Roost 
Libero,HeavyDutyBoots,PyroBall Uturn SuckerPunch CourtChange 
Pressure,ChoiceSpecs,IceBeam FreezeDry DracoMeteor EarthPower 
Regenerator,HeavyDutyBoots,FutureSight ChillyReception SludgeBomb Yawn 
DauntlessShield,HeavyDutyBoots,CloseCombat HeavySlam Crunch StoneEdge 
Intimidate,Leftovers,StealthRock Earthquake Uturn Taunt 
Regenerator,HeavyDutyBoots,FutureSight SludgeBomb ChillyReception Yawn 
Levitate,Leftovers,HydroPump VoltSwitch WillOWisp PainSplit 
Pressure,HeavyDutyBoots,IceBeam FreezeDry EarthPower StoneEdge 
Overgrow,HeavyDutyBoots,FlowerTrick KnockOff TripleAxel Uturn 
PoisonHeal,ToxicOrb,KnockOff StealthRock Toxic Protect 
Sturdy,RockyHelmet,BodyPress IronDefense Roost Spikes 
Protean,HeavyDutyBoots,KnockOff FlowerTrick TripleAxel LowKick 
PoisonHeal,ToxicOrb,Protect Toxic Spikes Earthquake 
MagicGuard,Leftovers,StealthRock Moonblast Wish Protect 
Regenerator,HeavyDutyBoots,FutureSight ChillyReception SlackOff SludgeBomb 
Unaware,HeavyDutyBoots,Toxic Amnesia Recover Earthquake 
Unaware,HeavyDutyBoots,Liquidation BodyPress SleepTalk Rest 
QuarkDrive,TerrainExtender,ElectricTerrain TachyonCutter FutureSight VoltSwitch 
QuarkDrive,ElectricSeed,SwordsDance DrainPunch SupercellSlam IcePunch 
QuarkDrive,PowerHerb,MeteorBeam FieryDance SludgeWave DazzlingGleam 
Multiscale,ChoiceBand,ExtremeSpeed ScaleShot IcePunch Earthquake 
MagicBounce,Leftovers,PainSplit DrainingKiss Nuzzle HealingWish 
Sharpness,AssaultVest,CeaselessEdge RazorShell SacredSword AquaJet 
Pressure,ChoiceSpecs,IceBeam FreezeDry DracoMeteor EarthPower 
Sturdy,RockyHelmet,Roost StealthRock BodyPress Whirlwind 
Protosynthesis,BoosterEnergy,Crunch DragonDance Earthquake Acrobatics 
QuarkDrive,BoosterEnergy,MightyCleave Earthquake Substitute SwordsDance 
Regenerator,Leftovers,ChillyReception FutureSight ThunderWave SludgeBomb 
Protosynthesis,EjectPack,CloseCombat HeadlongRush IceSpinner RapidSpin 
Stamina,Leftovers,StealthRock IronDefense BodyPress DragonTail 
PoisonHeal,ToxicOrb,Spikes Toxic Earthquake Protect 
Protosynthesis,HeavyDutyBoots,DragonDance TemperFlare DragonRush MorningSun 
PurifyingSalt,Leftovers,Curse SaltCure Recover Earthquake 
PoisonPuppeteer,Leftovers,MalignantChain Hex PartingShot Recover 
Torrent,AssaultVest,Moonblast Surf PsychicNoise FlipTurn 
DauntlessShield,Leftovers,BodyPress Crunch IronDefense Roar 
Pressure,HeavyDutyBoots,TripleAxel KnockOff IceShard SwordsDance 
WaterAbsorb,HeavyDutyBoots,SteamEruption EarthPower FireSpin Taunt 
VesselofRuin,Leftovers,Earthquake StoneEdge Whirlwind Spikes 
Pressure,RockyHelmet,BodyPress IronDefense Roost Defog 
MagicGuard,Leftovers,Moonblast KnockOff StealthRock Moonlight 
Pressure,Leftovers,Substitute Protect Scald CalmMind 
SandRush,Leftovers,SwordsDance Earthquake IronHead RapidSpin 
QuarkDrive,ChoiceSpecs,Moonblast AuraSphere Psyshock Thunderbolt 
Regenerator,AssaultVest,Psyshock FutureSight SludgeBomb Flamethrower 
SandStream,Leftovers,Earthquake StealthRock RockSlide SlackOff 
Overcoat,HeavyDutyBoots,KnockOff Roost IronDefense FoulPlay 
Regenerator,HeavyDutyBoots,FutureSight ChillyReception SludgeBomb ToxicSpikes 
Pressure,Leftovers,FreezeDry EarthPower IceBeam Substitute 
Sturdy,RockyHelmet,BodyPress IronDefense Roost StealthRock 
Infiltrator,HeavyDutyBoots,ThunderWave Hex DragonDarts Uturn 
VesselofRuin,Leftovers,Spikes Earthquake Whirlwind Ruination 
Moxie,HeavyDutyBoots,AquaStep RapidSpin CloseCombat IceSpinner/KnockOff 
Protosynthesis,ChoiceSpecs,DracoMeteor Thunderclap Thunderbolt VoltSwitch 
Pressure,RockyHelmet,Roost BodyPress Uturn Defog 
MagicGuard,Leftovers,KnockOff Moonblast StealthRock Moonlight 
Unaware,Leftovers,Curse Liquidation Rest BodyPress 
Pressure,HeavyDutyBoots,SwordsDance IceShard TripleAxel KnockOff 
QuarkDrive,ChoiceScarf,Trick Moonblast CloseCombat KnockOff 
MagicBounce,Leftovers,DrainingKiss Nuzzle Psyshock CalmMind 
WaterAbsorb,Leftovers,PoisonJab Protect Earthquake Toxic 
Protosynthesis,BoosterEnergy,KnockOff Earthquake Acrobatics DragonDance 
Pressure,Leftovers,Substitute EarthPower IceBeam FreezeDry 
Sturdy,RockyHelmet,Whirlwind IronDefense BodyPress Roost 
BadDreams,FocusSash,Hypnosis NastyPlot DarkPulse TeraBlast 
SupremeOverlord,Leftovers,SwordsDance IronHead LowKick SuckerPunch 
Pressure,ChoiceSpecs,DracoMeteor IceBeam FreezeDry EarthPower 
Technician,ChoiceBand,BulletPunch CloseCombat KnockOff Uturn 
Levitate,Leftovers,VoltSwitch HydroPump WillOWisp PainSplit 
VesselofRuin,Leftovers,Spikes Ruination Earthquake Whirlwind 
Protosynthesis,HeavyDutyBoots,HeadlongRush IceSpinner KnockOff RapidSpin 
Infiltrator,HeavyDutyBoots,DragonDarts Hex WillOWisp Uturn 
Regenerator,HeavyDutyBoots,GigaDrain FickleBeam EarthPower NastyPlot 
Protosynthesis,HeavyDutyBoots,KnockOff Earthquake Roost Uturn 
Pressure,HeavyDutyBoots,PsychoBoost IceBeam KnockOff StealthRock 
Sturdy,RockyHelmet,BodyPress Spikes Roost IronDefense 
Regenerator,HeavyDutyBoots,SludgeBomb FutureSight Toxic ChillyReception 
Sturdy,RockyHelmet,BodyPress Spikes Roost IronDefense 
VesselofRuin,Leftovers,Earthquake Ruination StealthRock Whirlwind 
Protean,HeavyDutyBoots,FlowerTrick KnockOff TripleAxel Uturn 
Infiltrator,HeavyDutyBoots,DragonDarts Hex WillOWisp Uturn 
Unaware,HeavyDutyBoots,TorchSong EarthPower WillOWisp SlackOff 
Regenerator,HeavyDutyBoots,SludgeBomb FutureSight Toxic ChillyReception 
Pressure,LoadedDice,DragonDance ScaleShot IcicleSpear IronHead 
MagicBounce,EjectButton,HealingWish Psychic DazzlingGleam Nuzzle 
Multiscale,WeaknessPolicy,DragonDance ExtremeSpeed Earthquake FirePunch 
Protosynthesis,Leftovers,RapidSpin IceSpinner HeadlongRush Earthquake 
Contrary,ChoiceScarf,Moonblast EarthPower TeraBlast HealingWish 
Protosynthesis,HeavyDutyBoots,DragonDance FlareBlitz Earthquake MorningSun 
Sturdy,ChoiceBand,VoltSwitch Explosion GyroBall ThunderWave 
SereneGrace,Leftovers,IronHead Uturn Wish ThunderWave 
SandStream,SmoothRock,Crunch KnockOff StealthRock ThunderPunch 
SandRush,LoadedDice,Earthquake RapidSpin SwordsDance IronHead 
PoisonHeal,ToxicOrb,Earthquake Spikes Protect Toxic 
SandRush,LoadedDice,CloseCombat SuckerPunch DrillRun RockBlast 
Sturdy,ChoiceBand,VoltSwitch Explosion GyroBall ThunderWave 
SereneGrace,Leftovers,IronHead Uturn Wish ThunderWave 
Regenerator,Leftovers,Surf Recover BanefulBunker Haze 
Infiltrator,HeavyDutyBoots,DragonDarts Hex WillOWisp Uturn 
Protosynthesis,Leftovers,RapidSpin IceSpinner HeadlongRush Earthquake 
GoodasGold,AirBalloon,ThunderWave Hex Recover MakeItRain 
Regenerator,HeavyDutyBoots,Wish Protect Whirlpool MirrorCoat 
Unaware,HeavyDutyBoots,Avalanche/Waterfall BodyPress/Curse Rest SleepTalk 
NaturalCure,HeavyDutyBoots,Protect/HealBell SoftBoiled SeismicToss CalmMind 
VesselofRuin,HeavyDutyBoots,Spikes StealthRock/Protect Rest Earthquake 
Pressure,HeavyDutyBoots,IronDefense BodyPress Defog Roost 
Regenerator,HeavyDutyBoots,PoisonJab Recover Toxic Haze 
NaturalCure,HeavyDutyBoots,StealthRock SoftBoiled Protect SeismicToss 
Regenerator,HeavyDutyBoots,KnockOff RapidSpin Uturn Overheat 
Regenerator,HeavyDutyBoots,Wish Protect Whirlpool ChillingWater 
Unaware,HeavyDutyBoots,BodyPress Rest SleepTalk Avalanche 
Unaware,HeavyDutyBoots,Amnesia Recover Spikes PoisonJab 
Pressure,HeavyDutyBoots,BraveBird IronDefense Defog Roost 
Regenerator,HeavyDutyBoots,Wish Protect Whirlpool ChillingWater 
Unaware,HeavyDutyBoots,Waterfall Curse Rest SleepTalk 
Unaware,HeavyDutyBoots,Spikes Recover Amnesia Toxic 
FlameBody,HeavyDutyBoots,Roost WillOWisp Uturn Flamethrower 
StickyHold,HeavyDutyBoots,Recover Counter ClearSmog StealthRock 
NaturalCure,HeavyDutyBoots,Protect SoftBoiled Copycat SeismicToss 
Imposter,ChoiceScarf,Transform None None None 
Imposter,ChoiceScarf,Transform None None None 
Imposter,ChoiceScarf,Transform None None None 
Limber,ChoiceScarf,Transform None None None 
Limber,ChoiceScarf,Transform None None None 
OwnTempo,FocusSash,Spore StoneAxe CeaselessEdge StickyWeb 
PoisonPuppeteer,Leftovers,Hex PartingShot Toxic Recover 
NaturalCure,Leftovers,CalmMind HealBell SoftBoiled SeismicToss 
MagicBounce,HeavyDutyBoots,Nuzzle Psychic DrainingKiss CalmMind 
PoisonHeal,ToxicOrb,ToxicSpikes Protect Toxic Earthquake 
VesselofRuin,Leftovers,Spikes Earthquake Whirlwind StealthRock 
Unaware,Leftovers,Liquidation SleepTalk Rest Curse 
PoisonPuppeteer,AirBalloon,MalignantChain Hex NastyPlot Recover 
MyceliumMight,AssaultVest,RapidSpin DazzlingGleam GigaDrain EarthPower 
Protean,ChoiceScarf,TripleAxel KnockOff FlowerTrick PlayRough 
QuarkDrive,AssaultVest,DrainPunch Earthquake SupercellSlam IcePunch 
MagicBounce,Leftovers,CalmMind DrainingKiss Psyshock ShadowBall 
Sharpness,ChoiceScarf,AquaCutter CeaselessEdge SacredSword XScissor 
Infiltrator,ChoiceSpecs,DracoMeteor ShadowBall Flamethrower Uturn 
Pressure,RockyHelmet,BraveBird Uturn Defog Roost 
PurifyingSalt,Leftovers,SaltCure Recover Protect Earthquake 
Protosynthesis,Leftovers,Earthquake StealthRock BodyPress RapidSpin 
QuarkDrive,BoosterEnergy,CalmMind Moonblast AuraSphere ShadowBall 
Protean,ChoiceScarf,FlowerTrick KnockOff Uturn TripleAxel 
TintedLens,LifeOrb,LeechLife FirstImpression KnockOff Uturn 
Static,AssaultVest,VoltSwitch DazzlingGleam FocusBlast DragonTail 
Pressure,HeavyDutyBoots,Defog Roost BodyPress IronDefense 
QuarkDrive,BoosterEnergy,SwordsDance MightyCleave Earthquake ZenHeadbutt 
Sharpness,ChoiceScarf,CeaselessEdge FlipTurn RazorShell SuckerPunch 
Unaware,HeavyDutyBoots,Wish Protect Moonblast StealthRock 
Pressure,ChoiceSpecs,IceBeam FreezeDry DracoMeteor EarthPower 
Regenerator,ShucaBerry,FutureSight ThunderWave SludgeBomb ChillyReception 
Sturdy,RockyHelmet,Spikes BodyPress IronDefense Roost 
MagicGuard,Leftovers,Moonblast StealthRock Wish Protect 
Infiltrator,HeavyDutyBoots,DragonDarts Hex WillOWisp Uturn 
Protosynthesis,HeavyDutyBoots,HeadlongRush TemperFlare KnockOff RapidSpin 
Merciless,Leftovers,Toxic Hex Venoshock Surf 
ToxicDebris,FocusSash,MortalSpin EarthPower SludgeWave PowerGem 
GoodasGold,AirBalloon,NastyPlot Hex Recover MakeItRain 
PoisonHeal,ToxicOrb,Earthquake Spikes Protect Toxic 
QuarkDrive,BoosterEnergy,FieryDance Venoshock DazzlingGleam EnergyBall 
Protosynthesis,BoosterEnergy,BulkUp HeadlongRush IceSpinner CloseCombat 
Sharpness,ChoiceScarf,CeaselessEdge KnockOff AquaCutter FlipTurn 
PoisonPuppeteer,RockyHelmet,PartingShot ShadowBall MalignantChain Recover 
MagicBounce,Leftovers,DrainingKiss Psyshock CalmMind Nuzzle 
Magician,AssaultVest,KnockOff GrassKnot FocusBlast GunkShot 
SupremeOverlord,AirBalloon,KowtowCleave SwordsDance LowKick SuckerPunch 
Intimidate,RockyHelmet,StealthRock EarthPower GrassKnot Uturn 
Sharpness,LifeOrb,SacredSword PsychoCut TripleAxel NightSlash 
Technician,FocusSash,StickyWeb Spore CeaselessEdge MortalSpin 
QuarkDrive,AirBalloon,VoltSwitch PsychicNoise TachyonCutter FocusBlast 
SupremeOverlord,BlackGlasses,SwordsDance KowtowCleave SuckerPunch LowKick 
GoodasGold,AirBalloon,NastyPlot ShadowBall MakeItRain FocusBlast 
Protosynthesis,BoosterEnergy,CalmMind Thunderclap DragonPulse Thunderbolt 
ShieldDust,FocusSash,StickyWeb Moonblast StunSpore SkillSwap 
Protosynthesis,BoosterEnergy,HeadlongRush IceSpinner TemperFlare RapidSpin 
GoodasGold,AirBalloon,NastyPlot ShadowBall MakeItRain FocusBlast 
Protosynthesis,BoosterEnergy,DragonDance KnockOff Taunt Acrobatics 
Hydration,Leftovers,TailGlow Surf DazzlingGleam IceBeam 
QuarkDrive,BoosterEnergy,SwordsDance MightyCleave Earthquake ZenHeadbutt 
Drizzle,DampRock,Surf Hurricane Uturn Roost 
SwiftSwim,ChoiceSpecs,WeatherBall DracoMeteor Hurricane HydroPump 
SwiftSwim,ChoiceBand,Liquidation CloseCombat AquaJet FlipTurn 
Stamina,AssaultVest,DracoMeteor FlashCannon BodyPress ElectroShot 
SereneGrace,ShucaBerry,StealthRock IronHead Uturn HealingWish 
Protosynthesis,AssaultVest,HeadlongRush CloseCombat KnockOff RapidSpin 
Sharpness,ChoiceScarf,AquaCutter SacredSword CeaselessEdge KnockOff 
GrassySurge,ChoiceBand,WoodHammer Uturn GrassyGlide KnockOff 
Unburden,GrassySeed,SwordsDance Acrobatics CloseCombat Encore 
Triage,GrassySeed,CalmMind DrainingKiss StoredPower Synthesis 
Protosynthesis,Leftovers,BulkUp HeadlongRush IceSpinner RapidSpin 
FlashFire,AirBalloon,StealthRock MagmaStorm Taunt EarthPower 
Drizzle,DampRock,Surf Uturn Hurricane Roost 
SwiftSwim,ChoiceBand,Liquidation FlipTurn AquaJet CloseCombat 
Stamina,AssaultVest,DracoMeteor FlashCannon ElectroShot BodyPress 
QuarkDrive,EjectButton,EarthPower RapidSpin StealthRock VoltSwitch 
Protosynthesis,BoosterEnergy,CalmMind Thunderclap WeatherBall DragonPulse 
BattleBond,LifeOrb,Surf WaterShuriken IceBeam DarkPulse 
ToxicDebris,FocusSash,StealthRock MortalSpin PowerGem EarthPower 
SupremeOverlord,BlackGlasses,SwordsDance KowtowCleave LowKick SuckerPunch 
Pressure,LoadedDice,DragonDance ScaleShot IcicleSpear TeraBlast 
FlameBody,HeavyDutyBoots,QuiverDance Flamethrower BugBuzz TeraBlast 
Protosynthesis,BoosterEnergy,BulkUp RapidSpin IceSpinner HeadlongRush 
QuarkDrive,BoosterEnergy,CalmMind Substitute Moonblast ShadowBall 
SupremeOverlord,Leftovers,SuckerPunch IronHead SwordsDance KowtowCleave 
ToxicDebris,FocusSash,StealthRock MortalSpin MudShot PowerGem 
Pressure,LoadedDice,DragonDance ScaleShot IcicleSpear TeraBlast 
Protosynthesis,BoosterEnergy,KnockOff Taunt Acrobatics DragonDance 
QuarkDrive,BoosterEnergy,CalmMind Moonblast Psyshock ShadowBall 
Technician,LifeOrb,SwordsDance BulletPunch CloseCombat KnockOff 
SnowWarning,LightClay,AuroraVeil Blizzard WeatherBall DazzlingGleam 
SandStream,ChopleBerry,RockSlide Protect AquaTail FireFang 
Intimidate,FocusSash,FakeOut SunnyDay FlareBlitz Crunch 
Static,RockyHelmet,Thunderbolt Tailwind HeatWave Hurricane 
Regenerator,SafetyGoggles,Spore RainDance RagePowder PollenPuff 
Competitive,Leftovers,Blizzard WeatherBall Toxic Scald 
Infiltrator,Leftovers,DragonDarts Hex ThunderWave ConfuseRay 
BadDreams,Leftovers,DarkPulse ThunderWave ConfuseRay Substitute 
QuarkDrive,BoosterEnergy,Moonblast Hex ThunderWave ConfuseRay 
SereneGrace,Leftovers,IronHead BodySlam Wish Protect 
Contrary,Leftovers,LeafStorm Glare Substitute DragonPulse 
Prankster,HeavyDutyBoots,Swagger ThunderWave Thunderbolt TeraBlast 
Drizzle,DampRock,Uturn Surf Hurricane KnockOff 
SwiftSwim,ChoiceBand,AquaJet FlipTurn Liquidation CloseCombat 
Stamina,AssaultVest,ElectroShot DracoMeteor Earthquake BodyPress 
RainDish,Leftovers,LeechSeed Surf Encore GigaDrain 
QuarkDrive,Leftovers,StealthRock RapidSpin Earthquake IronHead 
Justified,LifeOrb,HydroPump SecretSword VacuumWave CalmMind 
MagicBounce,Leftovers,CalmMind DrainingKiss Psyshock MysticalFire 
VesselofRuin,Leftovers,StealthRock Earthquake Whirlwind Ruination 
WaterAbsorb,ChoiceSpecs,SteamEruption Flamethrower EarthPower SludgeWave 
Pressure,HeavyDutyBoots,TripleAxel IceShard KnockOff LowKick 
Regenerator,HeavyDutyBoots,FutureSight ChillyReception SludgeBomb ThunderWave 
Pressure,RockyHelmet,BodyPress Roost Defog Uturn 
PurifyingSalt,Leftovers,SaltCure Recover IronDefense BodyPress 
Protosynthesis,Leftovers,Taunt CalmMind Discharge DragonPulse 
GrassySurge,ChoiceBand,GrassyGlide KnockOff WoodHammer Uturn 
Protosynthesis,Leftovers,HeadlongRush IceSpinner KnockOff RapidSpin 
FlameBody,Leftovers,MagmaStorm Taunt EarthPower StealthRock 
Contrary,ChoiceScarf,Moonblast EarthPower TeraBlast HealingWish 
Pressure,NeverMeltIce,DragonDance IcicleSpear FreezeDry EarthPower 
SnowWarning,LightClay,AuroraVeil Encore FreezeDry Moonblast 
FlameBody,HeavyDutyBoots,QuiverDance FieryDance GigaDrain TeraBlast 
QuarkDrive,BoosterEnergy,SwordsDance MightyCleave Earthquake Substitute 
DauntlessShield,Leftovers,IronDefense BodyPress Crunch Substitute 
Levitate,LumBerry,CalmMind Agility StoredPower DrainingKiss 
Pressure,MentalHerb,TrickRoom StealthRock Teleport Spikes 
Guts,FlameOrb,MachPunch KnockOff Facade CloseCombat 
MagicBounce,FocusSash,DrainingKiss MysticalFire TrickRoom HealingWish 
